,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
751,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,5,22,28,24,5,No
752,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,5,21,27,23,5,No
753,VOLVO XC 90,2.0,4.0,SemiAuto-8,2WD,Gasoline,standard SUV,5,22,29,25,5,No
754,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,22,28,24,5,No
755,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,20,27,23,5,No
756,BMW 330e,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,3,28,34,30,10,Yes
757,BMW 530e,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,27,31,29,10,Elite
758,BMW 530e,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,27,31,28,10,Elite
759,BMW 740e,2.0,4.0,SemiAuto-8,4WD,Gasoline,large car,3,25,29,27,9,Yes
760,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Ethanol,large car,5,14,20,16,4,No
761,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5,12,16,14,4,No
762,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5,12,15,13,3,No
763,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,12,17,14,3,No
764,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12,17,14,3,No
765,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11,15,12,3,No
766,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12,17,14,3,No
767,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11,16,13,3,No
768,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline,small car,3,43,42,42,10,Yes
769,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline,small car,7,43,42,42,10,Elite
770,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,14,22,17,5,No
771,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,13,20,16,4,No
772,DODGE Charger,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,14,22,17,5,No
773,DODGE Charger,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,13,20,16,4,No
774,FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Gasoline,midsize car,7,43,41,42,10,Elite
775,GMC Sierra 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5,12,16,14,4,No
776,GMC Sierra 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5,12,15,13,3,No
777,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,12,17,14,3,No
778,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12,17,14,3,No
779,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11,16,13,3,No
780,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12,17,14,3,No
781,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11,15,12,3,No
782,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Ethanol,small SUV,3,15,22,18,5,No
783,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Ethanol,small SUV,3,14,21,17,5,No
784,KARMA Revero,2.0,4.0,Auto-1,2WD,Gasoline,small car,1,20,21,20,10,No
785,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol,small car,5,17,24,20,6,No
786,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol,small SUV,5,17,23,19,5,No
787,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Ethanol,standard SUV,3,13,17,14,3,No
788,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Gasoline,midsize car,3,28,27,27,9,Yes
789,TOYOTA Sequoia FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol,standard SUV,5,9,13,10,1,No
790,TOYOTA Tundra FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol,pickup,5,9,12,10,2,No
791,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,26,33,29,10,Elite
792,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,26,28,26,10,Elite
793,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,26,30,27,10,Elite
794,BMW 330e,2.0,4.0,SemiAuto-8,2WD,Electricity,small car,3,28,34,30,10,Yes
795,BMW 530e,2.0,4.0,SemiAuto-8,2WD,Electricity,small car,7,27,31,29,10,Elite
796,BMW 530e,2.0,4.0,SemiAuto-8,4WD,Electricity,small car,7,27,31,28,10,Elite
797,BMW 740e,2.0,4.0,SemiAuto-8,4WD,Electricity,large car,3,25,29,27,9,Yes
798,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gas,large car,5,14,20,16,4,No
799,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5,12,16,14,4,No
800,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5,12,15,13,3,No
801,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3,12,17,14,3,No
802,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,12,17,14,3,No
803,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,11,15,12,3,No
804,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,12,17,14,3,No
805,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,11,16,13,3,No
806,CHEVROLET Volt,1.5,4.0,CVT,2WD,Electricity,small car,3,43,42,42,10,Yes
807,CHEVROLET Volt,1.5,4.0,CVT,2WD,Electricity,small car,7,43,42,42,10,Elite
808,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gas,large car,3,14,22,17,5,No
809,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gas,large car,3,13,20,16,4,No
810,DODGE Charger,3.6,6.0,Auto-8,2WD,Gas,large car,3,14,22,17,5,No
811,DODGE Charger,3.6,6.0,Auto-8,4WD,Gas,large car,3,13,20,16,4,No
812,FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Electricity,midsize car,7,43,41,42,10,Elite
813,GMC Sierra 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5,12,16,14,4,No
814,GMC Sierra 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5,12,15,13,3,No
815,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3,12,17,14,3,No
816,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,12,17,14,3,No
817,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,11,16,13,3,No
818,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,12,17,14,3,No
819,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,11,15,12,3,No
820,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Gas,small SUV,3,15,22,18,5,No
821,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Gas,small SUV,3,14,21,17,5,No
822,KARMA Revero,2.0,4.0,Auto-1,2WD,Electricity,small car,1,20,21,20,10,No
823,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gas,small car,5,17,24,20,6,No
824,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gas,small SUV,5,17,23,19,5,No
825,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Gas,standard SUV,3,13,17,14,3,No
826,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Electricity,midsize car,3,28,27,27,9,Yes
827,TOYOTA Sequoia FFV,5.7,8.0,SemiAuto-6,4WD,Gas,standard SUV,5,9,13,10,1,No
828,TOYOTA Tundra FFV,5.7,8.0,SemiAuto-6,4WD,Gas,pickup,5,9,12,10,2,No
829,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Electricity,midsize car,7,26,33,29,10,Elite
830,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Electricity,small SUV,7,26,28,26,10,Elite
831,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Electricity,standard SUV,7,26,30,27,10,Elite
832,BMW 330e,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,3,66,34,30,10,Yes
833,BMW 530e,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,70,31,29,10,Elite
834,BMW 530e,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,66,31,28,10,Elite
835,BMW 740e,2.0,4.0,SemiAuto-8,4WD,Gasoline,large car,3,62,29,27,9,Yes
836,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Ethanol,large car,5,18,20,16,4,No
837,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5,18,16,14,4,No
838,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5,17,15,13,3,No
839,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,16,17,14,3,No
840,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,16,17,14,3,No
841,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,16,15,12,3,No
842,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,16,17,14,3,No
843,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,16,16,13,3,No
844,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline,small car,3,113,42,42,10,Yes
845,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline,small car,7,113,42,42,10,Elite
846,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,19,22,17,5,No
847,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,18,20,16,4,No
848,DODGE Charger,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,19,22,17,5,No
849,DODGE Charger,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,18,20,16,4,No
850,FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Gasoline,midsize car,7,102,41,42,10,Elite
851,GMC Sierra 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5,18,16,14,4,No
852,GMC Sierra 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5,17,15,13,3,No
853,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,16,17,14,3,No
854,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,16,17,14,3,No
855,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,16,16,13,3,No
856,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,16,17,14,3,No
857,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,16,15,12,3,No
858,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Ethanol,small SUV,3,21,22,18,5,No
859,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Ethanol,small SUV,3,21,21,17,5,No
860,KARMA Revero,2.0,4.0,Auto-1,2WD,Gasoline,small car,1,59,21,20,10,No
861,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol,small car,5,24,24,20,6,No
862,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol,small SUV,5,23,23,19,5,No
863,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Ethanol,standard SUV,3,18,17,14,3,No
864,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Gasoline,midsize car,3,63,27,27,9,Yes
865,TOYOTA Sequoia FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol,standard SUV,5,13,13,10,1,No
866,TOYOTA Tundra FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol,pickup,5,13,12,10,2,No
867,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,70,33,29,10,Elite
868,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,60,28,26,10,Elite
869,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,63,30,27,10,Elite
870,BMW 330e,2.0,4.0,SemiAuto-8,2WD,Electricity,small car,3,66,34,30,10,Yes
871,BMW 530e,2.0,4.0,SemiAuto-8,2WD,Electricity,small car,7,70,31,29,10,Elite
872,BMW 530e,2.0,4.0,SemiAuto-8,4WD,Electricity,small car,7,66,31,28,10,Elite
873,BMW 740e,2.0,4.0,SemiAuto-8,4WD,Electricity,large car,3,62,29,27,9,Yes
874,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gas,large car,5,18,20,16,4,No
875,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5,18,16,14,4,No
876,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5,17,15,13,3,No
877,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3,16,17,14,3,No
878,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16,17,14,3,No
879,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16,15,12,3,No
880,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16,17,14,3,No
881,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16,16,13,3,No
882,CHEVROLET Volt,1.5,4.0,CVT,2WD,Electricity,small car,3,113,42,42,10,Yes
883,CHEVROLET Volt,1.5,4.0,CVT,2WD,Electricity,small car,7,113,42,42,10,Elite
884,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gas,large car,3,19,22,17,5,No
885,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gas,large car,3,18,20,16,4,No
886,DODGE Charger,3.6,6.0,Auto-8,2WD,Gas,large car,3,19,22,17,5,No
887,DODGE Charger,3.6,6.0,Auto-8,4WD,Gas,large car,3,18,20,16,4,No
888,FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Electricity,midsize car,7,102,41,42,10,Elite
889,GMC Sierra 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5,18,16,14,4,No
890,GMC Sierra 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5,17,15,13,3,No
891,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3,16,17,14,3,No
892,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16,17,14,3,No
893,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16,16,13,3,No
894,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16,17,14,3,No
895,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16,15,12,3,No
896,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Gas,small SUV,3,21,22,18,5,No
897,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Gas,small SUV,3,21,21,17,5,No
898,KARMA Revero,2.0,4.0,Auto-1,2WD,Electricity,small car,1,59,21,20,10,No
899,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gas,small car,5,24,24,20,6,No
900,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gas,small SUV,5,23,23,19,5,No
901,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Gas,standard SUV,3,18,17,14,3,No
902,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Electricity,midsize car,3,63,27,27,9,Yes
903,TOYOTA Sequoia FFV,5.7,8.0,SemiAuto-6,4WD,Gas,standard SUV,5,13,13,10,1,No
904,TOYOTA Tundra FFV,5.7,8.0,SemiAuto-6,4WD,Gas,pickup,5,13,12,10,2,No
905,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Electricity,midsize car,7,70,33,29,10,Elite
906,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Electricity,small SUV,7,60,28,26,10,Elite
907,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Electricity,standard SUV,7,63,30,27,10,Elite
908,BMW 330e,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,3,28,78,30,10,Yes
909,BMW 530e,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,27,75,29,10,Elite
910,BMW 530e,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,27,68,28,10,Elite
911,BMW 740e,2.0,4.0,SemiAuto-8,4WD,Gasoline,large car,3,25,68,27,9,Yes
912,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Ethanol,large car,5,14,28,16,4,No
913,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5,12,24,14,4,No
914,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5,12,22,13,3,No
915,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,12,23,14,3,No
916,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12,23,14,3,No
917,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11,22,12,3,No
918,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12,23,14,3,No
919,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11,22,13,3,No
920,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline,small car,3,43,99,42,10,Yes
921,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline,small car,7,43,99,42,10,Elite
922,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,14,30,17,5,No
923,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,13,27,16,4,No
924,DODGE Charger,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,14,30,17,5,No
925,DODGE Charger,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,13,27,16,4,No
926,FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Gasoline,midsize car,7,43,91,42,10,Elite
927,GMC Sierra 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5,12,24,14,4,No
928,GMC Sierra 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5,12,22,13,3,No
929,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,12,23,14,3,No
930,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12,23,14,3,No
931,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11,22,13,3,No
932,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12,23,14,3,No
933,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11,22,12,3,No
934,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Ethanol,small SUV,3,15,30,18,5,No
935,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Ethanol,small SUV,3,14,28,17,5,No
936,KARMA Revero,2.0,4.0,Auto-1,2WD,Gasoline,small car,1,20,61,20,10,No
937,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol,small car,5,17,32,20,6,No
938,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol,small SUV,5,17,31,19,5,No
939,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Ethanol,standard SUV,3,13,22,14,3,No
940,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Gasoline,midsize car,3,28,66,27,9,Yes
941,TOYOTA Sequoia FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol,standard SUV,5,9,17,10,1,No
942,TOYOTA Tundra FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol,pickup,5,9,17,10,2,No
943,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,26,72,29,10,Elite
944,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,26,58,26,10,Elite
945,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,26,61,27,10,Elite
946,BMW 330e,2.0,4.0,SemiAuto-8,2WD,Electricity,small car,3,28,78,30,10,Yes
947,BMW 530e,2.0,4.0,SemiAuto-8,2WD,Electricity,small car,7,27,75,29,10,Elite
948,BMW 530e,2.0,4.0,SemiAuto-8,4WD,Electricity,small car,7,27,68,28,10,Elite
949,BMW 740e,2.0,4.0,SemiAuto-8,4WD,Electricity,large car,3,25,68,27,9,Yes
950,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gas,large car,5,14,28,16,4,No
951,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5,12,24,14,4,No
952,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5,12,22,13,3,No
953,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3,12,23,14,3,No
954,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,12,23,14,3,No
955,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,11,22,12,3,No
956,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,12,23,14,3,No
957,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,11,22,13,3,No
958,CHEVROLET Volt,1.5,4.0,CVT,2WD,Electricity,small car,3,43,99,42,10,Yes
959,CHEVROLET Volt,1.5,4.0,CVT,2WD,Electricity,small car,7,43,99,42,10,Elite
960,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gas,large car,3,14,30,17,5,No
961,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gas,large car,3,13,27,16,4,No
962,DODGE Charger,3.6,6.0,Auto-8,2WD,Gas,large car,3,14,30,17,5,No
963,DODGE Charger,3.6,6.0,Auto-8,4WD,Gas,large car,3,13,27,16,4,No
964,FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Electricity,midsize car,7,43,91,42,10,Elite
965,GMC Sierra 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5,12,24,14,4,No
966,GMC Sierra 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5,12,22,13,3,No
967,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3,12,23,14,3,No
968,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,12,23,14,3,No
969,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,11,22,13,3,No
970,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,12,23,14,3,No
971,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,11,22,12,3,No
972,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Gas,small SUV,3,15,30,18,5,No
973,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Gas,small SUV,3,14,28,17,5,No
974,KARMA Revero,2.0,4.0,Auto-1,2WD,Electricity,small car,1,20,61,20,10,No
975,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gas,small car,5,17,32,20,6,No
976,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gas,small SUV,5,17,31,19,5,No
977,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Gas,standard SUV,3,13,22,14,3,No
978,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Electricity,midsize car,3,28,66,27,9,Yes
979,TOYOTA Sequoia FFV,5.7,8.0,SemiAuto-6,4WD,Gas,standard SUV,5,9,17,10,1,No
980,TOYOTA Tundra FFV,5.7,8.0,SemiAuto-6,4WD,Gas,pickup,5,9,17,10,2,No
981,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Electricity,midsize car,7,26,72,29,10,Elite
982,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Electricity,small SUV,7,26,58,26,10,Elite
983,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Electricity,standard SUV,7,26,61,27,10,Elite
984,BMW 330e,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,3,66,78,30,10,Yes
985,BMW 530e,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,70,75,29,10,Elite
986,BMW 530e,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,66,68,28,10,Elite
987,BMW 740e,2.0,4.0,SemiAuto-8,4WD,Gasoline,large car,3,62,68,27,9,Yes
988,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Ethanol,large car,5,18,28,16,4,No
989,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5,18,24,14,4,No
990,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5,17,22,13,3,No
991,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,16,23,14,3,No
992,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,16,23,14,3,No
993,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,16,22,12,3,No
994,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,16,23,14,3,No
995,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,16,22,13,3,No
996,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline,small car,3,113,99,42,10,Yes
997,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline,small car,7,113,99,42,10,Elite
998,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,19,30,17,5,No
999,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,18,27,16,4,No
1000,DODGE Charger,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,19,30,17,5,No
1001,DODGE Charger,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,18,27,16,4,No
1002,FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Gasoline,midsize car,7,102,91,42,10,Elite
